Lufttemperatur 2m °C,Windgeschw 10m m/s,Relative Feuchte,Globale Strahlung W/m^2,Absolute Feuchte g/kg,Luftdruck hPa
10.9,1.5,0.8,103,6.6,1004
11.3,1.3,0.8,107,6.6,1004
10.7,2.2,0.8,32,6.6,1005
10.3,0.8,0.82,0,6.5,1005
8.8,0.3,0.87,0,6.5,1006
8.9,1.5,0.91,0,6.5,1007
8.7,0.2,0.9,0,6.4,1007
8.9,0.4,0.9,0,6.4,1008
8.1,1.4,0.92,0,6.4,1008
8.2,1.3,0.92,0,6.2,1007
8.6,0.5,0.92,0,6.3,1008
8.7,0.8,0.92,0,6.5,1009
8.7,0.3,0.93,0,6.5,1009
8.2,0.3,0.95,0,6.6,1009
8.6,0.4,0.96,0,6.6,1009
8.4,0.3,0.94,0,6.6,1009
8.2,0.2,0.94,0,6.4,1010
8.2,0.1,0.94,0,6.4,1010
8.4,0.1,0.93,27,6.4,1011
8.7,0.6,0.93,82,6.5,1012
8.7,1.5,0.92,105,6.4,1012
8.2,1.7,0.89,88,6.2,1012
8.6,0.6,0.88,59,6.1,1013
8.4,1.1,0.87,103,6,1013
9,1.3,0.83,78,5.8,1013
8.8,0.5,0.82,81,5.8,1013
8.2,0.4,0.84,35,5.8,1014
8,0.3,0.86,0,5.8,1014
7.9,0.1,0.87,0,5.8,1014
7.7,0.3,0.87,0,5.7,1014
6.9,0.1,0.89,0,5.6,1015
5.4,0.3,0.94,0,5.5,1015
5.2,0.1,0.94,0,5.2,1014
5.3,0.8,0.9,0,5,1015
4.7,0.9,0.93,0,5,1015
3.9,0.6,0.97,0,5,1015
3.7,0.7,0.97,0,4.8,1014
3.1,1,0.97,0,4.7,1014
3.5,0.9,0.95,0,4.6,1013
3.1,1.1,0.93,0,4.5,1013
3.9,1,0.92,0,4.5,1013
4.3,1.2,0.91,0,4.6,1012
5.4,1.5,0.91,66,4.9,1012
7.8,1.5,0.9,188,5.4,1011
9.8,2.2,0.81,291,5.7,1011
10.6,3.3,0.7,345,5.5,1011
11.2,3.8,0.66,352,5.4,1010
10.9,2.6,0.64,314,5.3,1008
9.9,2.5,0.64,234,5,1007
9.1,2.2,0.66,117,4.9,1006
7.6,0.9,0.7,29,4.8,1005
7.9,1.5,0.71,0,4.7,1004
7.4,0.4,0.72,0,4.7,1003
7.2,0.5,0.75,0,4.8,1002
7.1,0.3,0.76,0,4.8,1002
6.9,0.3,0.78,0,4.9,1001
6.5,0.4,0.79,0,4.8,1001
5.9,0.4,0.8,0,4.7,1000
5.1,0.6,0.8,0,4.5,1019
4.5,0.6,0.8,0,4.3,1019
4,0.7,0.81,0,4.1,1020
3.8,0.6,0.82,0,4.1,1020
3.5,0.7,0.82,0,4,1020
3,0.5,0.82,0,3.9,1021
2.6,0.8,0.85,0,3.9,1021
2.6,0.9,0.86,0,3.9,1021
3.8,1.4,0.83,70,3.9,1022
5.6,2.3,0.79,187,4.1,1022
7.6,2.3,0.72,286,4.3,1022
8.9,2.7,0.65,348,4.4,1021
10.6,2.8,0.58,367,4.3,1021
10.8,3.3,0.54,337,4.3,1020
10.2,3.7,0.55,255,4.3,1019
9.3,2.7,0.57,149,4.3,1018
7.8,2.5,0.62,36,4.2,1018
6.8,1.2,0.66,0,4.2,1018
5.9,1.6,0.7,0,4.2,1017
6.3,1.4,0.73,0,4.2,1017
6.7,1.5,0.73,0,4.4,1017
6.8,2.3,0.72,0,4.4,1017
6.3,2.1,0.73,0,4.4,1017
6.4,2,0.74,0,4.4,1016
6,2.1,0.76,0,4.4,1016
5.8,2.1,0.77,0,4.4,1015
5.9,2.3,0.76,0,4.4,1015
5.5,2.2,0.77,0,4.4,1014
5.4,1.7,0.77,0,4.3,1014
5.2,1.9,0.78,0,4.3,1013
4.9,1.7,0.78,0,4.2,1013
4.3,1.8,0.79,0,4.2,1012
5.1,2.2,0.8,72,4.2,1013
6.1,3,0.78,181,4.4,1012
8.5,3.5,0.7,278,4.5,1012
9.6,3.2,0.62,340,4.4,1011
10,3.6,0.57,349,4.3,1011
10.3,2.9,0.56,297,4.3,1011
9.7,3.1,0.56,234,4.3,1010
8.9,2.3,0.59,141,4.3,1010
7.9,1.4,0.62,34,4.3,1008
7.2,1.3,0.66,0,4.3,1008
6.7,1.2,0.69,0,4.3,1009
6.2,1,0.72,0,4.3,1008
6,0.7,0.75,0,4.4,1008
5.8,0.5,0.76,0,4.4,1008
4.6,0.2,0.79,0,4.4,1009
4,0.2,0.84,0,4.4,1009
3.7,0.1,0.85,0,4.3,1009
3,0.2,0.85,0,4.1,1010
2.9,0.2,0.87,0,4.1,1010
2.5,0.2,0.89,0,4.1,1010
3.2,0.2,0.89,0,4.1,1010
2.3,0.2,0.9,0,4.2,1010
2.3,0.2,0.9,0,4,1010
2.7,0.2,0.88,0,4,1010
4,0.2,0.88,58,4.2,1010
6.2,0.2,0.85,171,4.7,1011
9.3,1.3,0.76,278,5,1011
11.1,1.6,0.66,332,5.2,1012
12.6,2.2,0.6,337,5.2,1012
12.5,2,0.57,308,5.2,1011
13.4,1.6,0.56,244,5.2,1011
12.5,1.1,0.56,139,5.2,1011
10.9,1.4,0.59,33,5.1,1011
10.4,1.5,0.62,0,5,1011
10.3,0.7,0.63,0,4.9,1012
10,0.6,0.64,0,5,1012
9,0.9,0.66,0,4.9,1011
9.8,0.2,0.66,0,4.9,1011
9.7,0.2,0.65,0,4.9,1012
9.6,0.4,0.66,0,4.9,1012
9.1,0.2,0.67,0,4.9,1012
8,0.2,0.71,0,4.9,1012
7.8,0.2,0.74,0,4.9,1012
6.8,0.3,0.75,0,4.8,1012
7.1,0.8,0.77,0,4.8,1012
7.7,0.5,0.78,0,5,1012
7.9,0.5,0.78,0,5.2,1012
7.4,0.4,0.79,0,5.2,1012
7.3,0.2,0.8,28,5.1,1012
8.5,0.2,0.8,121,5.3,1012
12.1,0.7,0.74,183,5.8,1014
13.4,1.6,0.64,293,5.9,1013
14,1.8,0.59,341,5.8,1013
14,2.1,0.59,285,5.9,1012
13.6,1.6,0.6,206,5.9,1012
12.5,1.6,0.62,115,5.8,1012
10.7,0.9,0.66,23,5.6,1012
9.2,0.8,0.69,0,5.3,1012
8.8,1,0.73,0,5.2,1011
6.5,0.5,0.78,0,5.1,1011
4.9,0.4,0.84,0,4.8,1011
5,0.2,0.86,0,4.6,1011
5,0.8,0.84,0,4.6,1011
4.5,0.8,0.85,0,4.6,1011
3.5,1.2,0.88,0,4.5,1012
3.3,1.9,0.91,0,4.4,1012
3.5,2.6,0.92,0,4.5,1012
3.9,2.2,0.89,0,4.4,1012
4.3,3,0.86,0,4.4,1012
4,2.9,0.86,0,4.4,1012
4,1.7,0.85,0,4.3,1012
4.1,1.6,0.82,0,4.2,1012
4.1,1.5,0.81,34,4.1,1013
4.1,1.7,0.81,94,4.1,1013
5,1,0.81,179,4.2,1013
6.6,2.2,0.77,273,4.4,1013
7,2,0.73,300,4.5,1012
7.4,2.5,0.7,277,4.5,1012
7.3,3.1,0.7,211,4.4,1011
6.7,1.8,0.71,116,4.4,1011
4.8,1.7,0.75,25,4.3,1011
3.4,1.1,0.81,0,4.1,1011
3.7,1,0.84,0,4.1,1011
4,1,0.82,0,4.1,1011
4.3,1,0.81,0,4.1,1011
4,1,0.8,0,4.1,1010
2.7,1.2,0.81,0,3.9,1011
3.3,1.4,0.82,0,3.8,1010
2.3,0.8,0.82,0,3.8,1010
2.1,1.7,0.84,0,3.7,1010
0.7,1.8,0.86,0,3.6,1009
2.2,1.5,0.86,0,3.6,1009
0.2,0.7,0.86,0,3.6,1009
0.5,0.4,0.88,0,3.4,1009
0.1,0.4,0.88,0,3.4,1009
0.3,0.2,0.88,0,3.4,1009
2,0.5,0.86,54,3.6,1009
3.5,0.6,0.83,168,3.9,1009
6.1,1.1,0.78,263,4.2,1009
7.7,1.3,0.7,323,4.4,1009
8.6,1.4,0.65,343,4.4,1008
9.1,1.3,0.63,315,4.5,1008
9.5,1.4,0.62,238,4.5,1008
8.6,1,0.64,128,4.6,1008
7.1,1.5,0.69,27,4.6,1007
6.3,1.7,0.74,0,4.6,1008
6.1,1.6,0.78,0,4.6,1008
5.8,1.9,0.8,0,4.6,1008
6,1.6,0.81,0,4.7,1008
5.9,0.8,0.83,0,4.8,1009
6.6,1,0.84,0,5,1009
6.2,1.3,0.86,0,5.1,1009
6.7,1.3,0.87,0,5.2,1009
7.4,1.2,0.87,0,5.5,1009
9.4,2.4,0.88,0,6.1,1009
8.9,2.1,0.9,0,6.5,1011
9.1,2,0.89,0,6.4,1010
9.2,0.9,0.87,0,6.3,1011
9.2,2.3,0.85,0,6.2,1011
8.4,1.7,0.86,0,6.1,1012
8.4,2.2,0.87,46,6,1013
8.4,2.1,0.87,155,6,1014
10.4,2.8,0.82,248,6,1014
11.1,2.7,0.74,303,6,1016
11.6,3.6,0.72,321,6,1016
12.1,3.2,0.7,288,6.1,1016
11.8,2.4,0.69,213,6,1016
11.1,2.1,0.71,108,5.9,1016
9.7,1.1,0.75,21,5.9,1015
9.2,1.6,0.8,0,5.9,1016
8.5,1.5,0.82,0,5.8,1016
8.1,1.2,0.82,0,5.6,1016
6.6,0.5,0.84,0,5.4,1015
5.8,0.4,0.88,0,5.2,1015
5,0.5,0.92,0,5.1,1015
4.8,0.5,0.92,0,5,1015
3.6,0.2,0.91,0,4.7,1014
2.6,0.7,0.92,0,4.4,1014
3,0.4,0.92,0,4.3,1014
3.1,0.9,0.91,0,4.3,1012
2.5,0.5,0.92,0,4.2,1012
3.4,0.8,0.9,0,4.2,1011
3,1.2,0.9,0,4.3,1010
3,1.3,0.91,0,4.3,1010
3.9,1.2,0.9,18,4.4,1010
4.8,1.9,0.89,74,4.6,1009
6,1.6,0.86,169,4.8,1008
7.1,1.5,0.79,133,4.8,1008
8,2,0.75,104,4.9,1007
8.8,1.5,0.73,100,5,1007
8.9,1,0.71,56,5,1006
7.2,1.9,0.75,26,5,1006
7,0.7,0.82,4,5.2,1005
6.8,1.6,0.85,0,5.3,1005
6.6,3.1,0.87,0,5.4,1005
7.4,2.6,0.86,0,5.4,1005
5.3,2.7,0.87,0,5.2,1005
7,3,0.85,0,5,1005
7.1,3.2,0.82,0,5.2,1006
6.9,2.8,0.82,0,5.1,1005
6.8,2.4,0.82,0,5.1,1004
7.3,2.9,0.82,0,5.2,1004
5.9,3.1,0.83,0,5.1,1004
5.7,2.5,0.86,0,5,1004
5.1,1.9,0.87,0,4.9,1004
5.1,2.1,0.87,0,4.8,1003
6.4,2.4,0.86,0,4.9,1003
7.1,2.5,0.83,0,5.1,1003
7.7,2.1,0.8,34,5.1,1004
9,3,0.76,112,5.2,1004
11.2,2.5,0.69,208,5.4,1004
11.6,3.7,0.62,292,5.3,1004
12.1,4.1,0.59,313,5.1,1004
12.4,3.4,0.57,289,5.1,1004
12.6,3.5,0.54,201,4.9,1003
10.9,1.9,0.56,110,4.8,1003
8.9,1.6,0.63,25,4.8,1003
7.9,1.4,0.69,0,4.8,1004
6.5,2,0.74,0,4.7,1003
6,1.7,0.78,0,4.7,1003
4.1,1.7,0.82,0,4.5,1003
5.1,1.7,0.85,0,4.5,1003
4,0.9,0.86,0,4.6,1003
2.5,0.8,0.88,0,4.3,1003
1.8,0.4,0.9,0,4,1003
3.2,0.5,0.9,0,4.1,1003
4.1,0.3,0.89,0,4.4,1003
4,0.3,0.91,0,4.6,1003
4.2,0.2,0.92,0,4.7,1002
3.7,0.1,0.92,0,4.7,1002
3.3,0.3,0.92,0,4.5,1002
3.9,0.2,0.9,0,4.5,1002
4.1,0.1,0.91,7,4.6,1002
4.6,0.1,0.92,24,4.8,1002
5.3,0.5,0.91,38,5,1002
5.4,0.9,0.91,58,5.1,1001
5.6,0.7,0.91,55,5.2,1001
5.6,0.5,0.92,52,5.3,1000
5.7,0.2,0.93,36,5.4,1000
5.9,0.7,0.93,23,5.4,999
5.8,1.2,0.93,3,5.4,1000
6.1,1.9,0.94,0,5.5,1000
6,1.6,0.94,0,5.5,1001
5.7,2.2,0.93,0,5.4,1001
5.5,2.2,0.93,0,5.3,1002
5.6,2.6,0.93,0,5.3,1003
5.7,2.7,0.94,0,5.4,1004
5.9,2.7,0.93,0,5.4,1004
6.4,3.6,0.92,0,5.5,1005
6.7,3.1,0.91,0,5.6,1006
6.7,2.9,0.9,0,5.5,1006
6.8,2.7,0.89,0,5.5,1007
6.8,2.8,0.88,0,5.4,1008
6.2,2.6,0.89,0,5.4,1008
6.3,2.1,0.89,0,5.3,1009
6.4,1.9,0.88,0,5.2,1010
6.3,2.2,0.86,31,5.1,1011
6.5,2.6,0.85,52,5.1,1011
6.9,2.2,0.84,69,5.1,1012
7.8,3.2,0.8,170,5.1,1012
8.5,4.2,0.76,254,5.2,1012
8.6,4.8,0.75,201,5.2,1012
8.9,3.7,0.75,140,5.2,1012
8.7,3.5,0.75,80,5.3,1012
8.6,3.3,0.75,13,5.2,1011
8.4,2.8,0.75,0,5.2,1011
8.3,2.8,0.74,0,5.1,1011
8,2.9,0.76,0,5.2,1011
7.8,3.1,0.79,0,5.2,1011
7.5,3.3,0.82,0,5.4,1011
7.7,3.2,0.84,0,5.6,1010
8.1,3,0.85,0,5.7,1010
8.8,2.6,0.83,0,5.9,1014
9.4,2.5,0.81,0,5.9,1013
9.9,2.6,0.79,0,6,1013
10.1,2.8,0.78,0,6,1013
10.1,3,0.8,0,6.1,1012
10.4,3.2,0.8,0,6.2,1012
10.3,4,0.81,0,6.4,1011
10.4,3.9,0.83,0,6.5,1011
10.3,4,0.87,13,6.8,1010
10.5,4.5,0.9,52,7.1,1011
10.7,4.3,0.9,78,7.2,1011
11.5,4.8,0.89,108,7.4,1011
12.1,5.1,0.85,156,7.4,1010
12.4,5.3,0.81,102,7.2,1010
12.3,4.3,0.79,62,7.1,1009
11.6,4.3,0.82,23,7.1,1009
11.2,4.3,0.87,4,7.4,1008
11.1,4.8,0.9,0,7.5,1008
11,5.3,0.88,0,7.3,1008
10.7,5.5,0.86,0,7,1008
10.3,4.6,0.87,0,7,1008
10.1,4.5,0.9,0,7,1007
10.6,4.7,0.9,0,7.1,1007
10.8,5.7,0.89,0,7.2,1006
10.5,6.4,0.89,0,7.2,1006
10.8,6.4,0.87,0,7,1006
10.4,5.9,0.85,0,6.8,1005
9.8,5.4,0.87,0,6.8,1005
9.7,5.6,0.9,0,6.8,1005
9.8,5.6,0.9,0,6.8,1004
10.1,5.3,0.88,0,6.8,1004
10.3,5.6,0.88,0,6.9,1004
10.3,4.8,0.87,4,6.9,1004
8.5,2.4,0.88,25,6.5,1004
8.2,2,0.89,50,6.1,1005
7.8,2.1,0.89,69,6,1005
7.8,2.1,0.89,83,5.9,1004
7.4,2,0.9,71,5.9,1003
7,1.8,0.92,37,5.9,1002
6.9,1.9,0.93,20,5.9,1002
6.8,2.3,0.93,4,5.8,1000
6.7,1.8,0.93,0,5.8,999
6.8,1.8,0.95,0,5.9,998
6.9,2.1,0.96,0,6,997
9.2,5.2,0.92,0,6.3,995
9,6.6,0.87,0,6.4,993
9,5.2,0.85,0,6.2,992
8.6,5.7,0.86,0,6.2,989
8.3,4.4,0.87,0,6.1,987
4.9,5.8,0.87,0,5.4,986
1.2,4.3,0.91,0,4.4,986
0.6,3.7,0.95,0,4,988
1.3,3,0.96,0,4,991
1.7,3.7,0.94,0,4.1,992
2.1,3.7,0.92,0,4.1,994
2,4.2,0.9,0,4,995
2.4,3.3,0.87,13,3.9,997
2.6,3.5,0.86,129,4,999
2.8,3.7,0.87,162,4.1,1000
3.6,3,0.85,142,4.1,1002
3.8,3.7,0.82,58,4.1,1003
3.1,3.1,0.83,132,4.1,1003
3,3.4,0.84,108,4,1004
2.7,2.9,0.84,109,4,1005
2.1,4.2,0.85,16,3.9,1005
1.7,1.8,0.87,0,3.8,1006
2,2.3,0.86,0,3.8,1007
2.2,0.5,0.86,0,3.8,1007
1.9,2.1,0.84,0,3.7,1008
2.3,2.3,0.8,0,3.5,1008
1.7,1.7,0.77,0,3.4,1007
1.7,2.9,0.8,0,3.4,1008
1,3,0.86,0,3.6,1008
0.5,3,0.92,0,3.7,1009
0.5,4,0.96,0,3.8,1009
0.9,3.8,0.96,0,3.9,1009
1,2.9,0.94,0,3.9,1009
0.7,2.8,0.93,0,3.8,1009
0.5,2,0.93,0,3.7,1009
1,1.8,0.89,0,3.6,1009
0.9,2.6,0.86,20,3.5,1009
1.4,2.6,0.83,80,3.4,1010
2,2.9,0.8,108,3.4,1010
2.8,4.4,0.76,109,3.4,1010
2.8,3.9,0.77,133,3.6,1009
4.3,5,0.74,202,3.6,1009
4.5,4.7,0.68,135,3.6,1009
3.2,4.3,0.72,45,3.6,1009
2.5,2.2,0.81,7,3.8,1010
1.8,1.7,0.87,0,3.9,1010
2.1,1.7,0.86,0,3.8,1010
2.5,2.3,0.81,0,3.6,1011
1.6,2.6,0.81,0,3.6,1011
1.5,1.9,0.85,0,3.6,1012
1.3,2.2,0.86,0,3.6,1012
1.1,2.2,0.87,0,3.6,1012
0.8,1.9,0.88,0,3.6,1013
0.7,1.6,0.88,0,3.5,1013
0.6,1.3,0.87,0,3.5,1013
0.4,1.4,0.86,0,3.4,1013
0.1,0.7,0.85,0,3.3,1014
-1.1,0.3,0.88,0,3.2,1014
-2,0.3,0.9,0,3,1014
-2.4,0.6,0.92,0,3,1015
-1.1,0.7,0.91,27,3,1015
0.9,0.3,0.88,126,3.3,1015
3.8,0.2,0.82,217,3.7,1015
5.2,0.4,0.72,275,3.7,1015
6.2,1.2,0.61,292,3.5,1015
6.2,1.3,0.56,266,3.3,1014
5,1.7,0.57,190,3.2,1014
3,1.6,0.62,78,3.2,1013
1.7,1.4,0.72,10,3.2,1013
1.5,0.9,0.79,0,3.3,1012
2.2,0.4,0.81,0,3.5,1012
2.5,0.1,0.84,0,3.8,1011
2.7,0,0.87,0,4,1010
3.2,0.4,0.93,0,4.4,1009
3.5,1.6,0.95,0,4.6,1009
4.5,2.5,0.91,0,4.6,1008
6.9,0.7,0.9,0,5.2,1007
7.7,2.5,0.9,0,5.8,1007
8.3,1.8,0.88,0,5.9,1007
8.8,2.2,0.85,0,5.9,1007
9,2.5,0.82,0,5.9,1007
10.3,3.1,0.78,0,5.9,1006
10.3,5.1,0.76,0,6,1006
10,5.4,0.79,0,6.2,1005
10.2,4.9,0.82,17,6.3,1005
10.8,5.4,0.82,87,6.6,1005
10.2,5.8,0.85,72,6.8,1005
10.7,5.6,0.89,61,7.1,1005
11.9,5,0.87,66,7.3,1005
12.1,5.6,0.82,46,7.2,1004
11.8,4.7,0.81,27,7.2,1004
12.1,5.2,0.8,17,7,1004
11.8,4.4,0.79,0,6.9,1004
12,4.2,0.78,0,6.8,1004
11.8,3.8,0.76,0,6.7,1005
11.6,3.7,0.77,0,6.6,1005
11.3,3.3,0.78,0,6.7,1006
11,4.2,0.81,0,6.7,1006
10.7,4.2,0.83,0,6.8,1006
10.3,3.1,0.86,0,6.9,1007
10.2,2.8,0.89,0,7,1007
10.2,2.7,0.89,0,6.9,1008
10.3,3.4,0.88,0,6.9,1008
10.2,2.8,0.87,0,6.8,1008
10.2,2.9,0.87,0,6.8,1008
9.9,3,0.89,0,6.8,1008
9.9,2.7,0.9,0,6.9,1009
9.9,2.6,0.9,0,6.9,1009
10.2,2.7,0.89,5,6.9,1009
10.2,2.7,0.88,31,6.9,1011
9.8,2.6,0.89,39,6.8,1012
9,2,0.89,53,6.5,1012
9.2,2.1,0.85,66,6.1,1013
9.2,2.1,0.8,114,5.8,1014
8.9,1.5,0.77,69,5.5,1014
8.1,1.3,0.75,54,5.2,1014
6.5,0.6,0.76,10,4.8,1015
5.6,0.4,0.8,0,4.6,1016
5.5,0.3,0.81,0,4.5,1017
4.3,0.1,0.82,0,4.4,1018
2.9,0.1,0.86,0,4.2,1019
2.6,0.2,0.88,0,4,1019
2,0.5,0.89,0,4,1020
0.6,0.3,0.92,0,3.8,1020
0.7,0.6,0.94,0,3.7,1021
0.2,0.3,0.94,0,3.6,1021
-0.1,0.1,0.94,0,3.5,1021
-0.7,0.1,0.94,0,3.4,1021
-0.9,0.1,0.94,0,3.3,1021
-1.2,0.1,0.94,0,3.3,1021
-1.8,0.2,0.96,0,3.2,1022
-2.2,0.1,0.98,0,3.2,1022
-1.9,0.8,1,19,3.2,1023
0.2,0.7,0.99,118,3.5,1023
3.2,0.8,0.93,211,4,1023
4.1,0.9,0.89,267,4.3,1023
5.1,1,0.85,286,4.4,1023
4.7,1.1,0.82,256,4.4,1022
5.4,0.6,0.8,171,4.3,1022
4.3,1,0.79,87,4.2,1022
2.4,0.6,0.86,11,4.1,1021
1.3,0.7,0.91,0,3.9,1021
0.7,1.1,0.95,0,3.8,1021
1,1.3,0.98,0,3.9,1021
0.2,0.5,0.98,0,3.8,1020
0.4,0.9,0.98,0,3.8,1021
0,0.8,0.97,0,3.7,1020
-0.3,0.4,0.97,0,3.6,1020
-0.9,0.4,0.96,0,3.5,1020
-1,0.3,0.98,0,3.4,1019
-1.1,0.5,0.97,0,3.4,1019
-1.1,0.4,0.95,0,3.3,1019
-1.6,0.2,0.95,0,3.2,1018
-1.5,0.2,0.95,0,3.2,1018
-1.9,0.2,0.95,0,3.2,1017
-1.9,0.5,0.95,0,3.1,1017
-1.4,0.2,0.95,18,3.2,1017
0.1,0.7,0.91,114,3.3,1017
2.2,1,0.85,209,3.5,1017
3.8,1.2,0.79,268,3.7,1016
5,1.3,0.74,285,3.8,1015
5.9,1.1,0.7,259,3.9,1015
5.5,1.1,0.69,191,3.9,1014
4.1,0.5,0.71,88,3.8,1014
1.8,1,0.76,9,3.6,1013
1,0.7,0.83,0,3.5,1013
0,0.5,0.87,0,3.4,1013
-0.8,0,0.87,0,3.2,1013
-1,0.3,0.88,0,3.1,1013
-1.2,0.4,0.9,0,3.2,1013
-1.7,0,0.92,0,3.1,1013
-0.8,0,0.94,0,3.2,1013
-1.9,0,0.97,0,3.3,1013
-1.9,0.6,1,0,3.3,1013
-1.6,0.7,1,0,3.3,1012
-2,0.1,1,0,3.3,1012
-2.9,0.6,1,0,3.2,1012
-0.1,1.4,0.96,0,3.3,1012
0.2,1.5,0.91,0,3.5,1012
-0.8,1.5,0.92,0,3.4,1012
-1,1.5,0.96,13,3.4,1012
0.1,1.6,0.96,90,3.5,1013
2.8,1,0.88,162,3.7,1013
3.4,0.9,0.8,134,3.8,1013
4,1.1,0.78,107,3.9,1012
3.9,0.6,0.78,119,3.9,1012
5.3,0.7,0.77,76,4,1011
4.9,0.9,0.76,40,4.1,1011
4.7,1.4,0.79,4,4.2,1011
4.6,1.6,0.8,0,4.3,1011
4.8,2,0.81,0,4.3,1011
5.2,2.2,0.82,0,4.5,1011
5.8,1.8,0.83,0,4.7,1011
5.4,1.7,0.86,0,4.9,1011
5.8,1.2,0.9,0,5.1,1011
6.1,0.9,0.91,0,5.3,1010
6.8,2,0.91,0,5.5,1010
7.1,1.8,0.91,0,5.7,1010
7.5,3.1,0.91,0,5.8,1010
7.8,2.1,0.92,0,6,1010
8,2.5,0.93,0,6.2,1011
8.1,1.9,0.92,0,6.2,1011
8.2,1.7,0.92,0,6.2,1011
8,1.8,0.92,0,6.2,1012
7.9,1.5,0.92,0,6.2,1012
8.3,1.3,0.92,36,6.2,1013
8.7,1.2,0.92,51,6.3,1013
9.2,1.7,0.88,50,6.3,1013
9.2,2.2,0.85,44,6.2,1013
9.1,2.2,0.84,42,6.1,1012
8.9,2.3,0.83,61,5.9,1012
8.7,1,0.83,34,5.8,1012
7.7,0.6,0.84,4,5.7,1012
7.8,0.4,0.85,0,5.6,1012
7.7,0.9,0.85,0,5.6,1012
7.5,1.4,0.84,0,5.5,1011
7.6,1.4,0.84,0,5.4,1011
7.8,2,0.83,0,5.4,1011
7.9,2,0.83,0,5.5,1010
8,1.8,0.83,0,5.6,1009
7.6,1.9,0.85,0,5.6,1009
6,1.6,0.88,0,5.4,1008
6.7,1.5,0.87,0,5.2,1007
7.5,1.8,0.85,0,5.3,1007
7.8,1.9,0.83,0,5.5,1006
8,2.3,0.82,0,5.5,1006
8.4,2.4,0.8,0,5.5,1005
8.2,2.9,0.8,0,5.5,1005
8.3,3.1,0.8,4,5.5,1005
8.3,3.3,0.79,39,5.4,1004
8.9,3.1,0.79,60,5.5,1004
9.2,3.1,0.77,63,5.6,1003
9.6,3.2,0.74,67,5.5,1002
9.5,3.1,0.72,78,5.4,1002
8.8,2.5,0.74,42,5.4,1001
8.5,1.9,0.77,14,5.4,1000
8.1,1.6,0.78,1,5.4,1000
7,1.5,0.82,0,5.3,1000
6.5,1.2,0.85,0,5.3,1000
6.2,0.9,0.87,0,5.3,1000
6.4,1,0.89,0,5.4,1000
6.3,0.9,0.9,0,5.4,1000
6.2,1.4,0.91,0,5.4,1001
6.3,1.2,0.91,0,5.5,1000
6.2,0.1,0.92,0,5.5,1001
6.1,0.1,0.94,0,5.6,1001
6.2,0,0.94,0,5.6,1001
6.2,0.5,0.93,0,5.6,1001
6.1,0,0.95,0,5.6,1002
6.1,0,0.95,0,5.6,1002
6.2,0,0.95,0,5.6,1002
6.2,0.7,0.95,0,5.6,1003
6.2,0.9,0.95,5,5.7,1004
6.4,0.6,0.96,36,5.8,1004
6.6,0.8,0.97,42,5.9,1005
7.4,0.6,0.96,53,6,1005
7.6,0.4,0.94,67,6.1,1005
7.6,1.2,0.91,82,6,1005
7.4,1.1,0.9,84,5.9,1005
7,1.1,0.9,58,5.7,1005
5.3,0.8,0.92,8,5.5,1005
6,0.7,0.95,0,5.4,1005
6,0.2,0.96,0,5.6,1006
6,0.5,0.96,0,5.6,1006
5.9,0.5,0.96,0,5.6,1006
5.9,0.5,0.96,0,5.6,1006
6.3,0.8,0.93,0,5.6,1006
6.9,1.2,0.89,0,5.6,1006
7.5,1.7,0.84,0,5.5,995
8,2.1,0.81,0,5.5,995
8.4,2.4,0.79,0,5.6,994
8.4,2.6,0.8,0,5.6,993
8.6,2.7,0.8,0,5.7,993
9,3.3,0.81,0,5.8,992
8.7,2.9,0.8,0,5.8,992
9.1,3.5,0.8,0,5.8,992
9.9,3.6,0.77,10,5.8,992
9.9,3.9,0.73,87,5.7,993
9.4,4.1,0.7,192,5.3,994
9.8,3.7,0.66,253,5,995
10.4,3.7,0.62,248,4.8,996
10.2,4.4,0.61,208,4.8,996
8.4,3.2,0.67,156,4.9,996
8.3,1.9,0.72,70,5,996
7.9,2,0.71,0,4.9,996
7.8,2.3,0.72,0,4.9,997
7.6,3.3,0.71,0,4.7,997
7.7,4.7,0.69,0,4.6,997
7.6,4.7,0.69,0,4.6,997
7.7,4.4,0.7,0,4.6,996
7.9,5.2,0.71,0,4.8,996
7.8,4.8,0.73,0,4.9,995
7.2,4.3,0.77,0,5.1,995
7,4.7,0.81,0,5.2,994
7.3,4.8,0.76,0,4.9,994
7.2,4.2,0.74,0,4.8,995
7.5,4,0.74,0,4.8,995
8,4.4,0.73,0,4.9,995
8.2,4.4,0.72,0,4.9,995
8.3,4.4,0.72,0,4.9,995
8.5,4.3,0.72,7,5,994
9.3,3.6,0.7,40,5.1,994
9.2,4.9,0.71,62,5.2,993
9.2,4.6,0.74,60,5.5,993
10.2,4.9,0.74,63,5.7,991
10.7,4.5,0.72,68,5.8,989
10.8,5.8,0.71,40,5.9,986
10.6,6.5,0.72,23,5.9,985
10.5,7.5,0.73,0,6,981
10.1,7,0.77,0,6.2,980
10.1,6.3,0.8,0,6.4,979
10.4,5.4,0.76,0,6.1,978
10.5,6.4,0.71,0,5.8,977
10.5,5,0.68,0,5.6,977
9.6,5.2,0.68,0,5.4,977
8.3,3.2,0.72,0,5.3,976
8.8,4.9,0.71,0,5.1,975
8.3,4.9,0.71,0,5.1,975
